Region,Community,Population,Lat,Lon
Northwest Territories,Sambaa K’e,97,60.4426,-121.2424
British Columbia,Creston,93,49.1006,-116.507
British Columbia,Dog Creek,88,52.0944,-122.114
British Columbia,Qualicum,82,49.4,-124.617
Northwest Territories,Nahanni Butte,81,61.0356,-123.3832
British Columbia,McLeod Lake,81,54.985,-123.047
Yukon,Beaver Creek,78,62.3833,-140.875
Northwest Territories,Enterprise,75,60.5555,-116.1472
British Columbia,Semiahmoo,71,49.0126,-122.766
British Columbia,Douglas,66,49.0028,-122.736
Yukon,Burwash Landing,64,61.3542,-138.994
Northwest Territories,Jean Marie River,63,61.525,-120.6278
British Columbia,Fort Rupert,58,50.6889,-127.42
British Columbia,Spuzzum,55,49.6886,-121.417
British Columbia,Coquitlam,55,49.2539,-122.849
British Columbia,Dease Lake,54,58.4394,-129.996
British Columbia,Telegraph Creek,51,57.9018,-131.166
British Columbia,Cheslatta,49,53.8167,-125.8
British Columbia,Pavilion,48,50.8833,-121.833
British Columbia,Ashcroft,42,50.721,-121.28
Yukon,Destruction Bay,40,61.2542,-138.807
Northwest Territories,Kakisa,39,60.9407,-117.4159
British Columbia,Kluskus,38,53.0904,-124.493
Yukon,Carcross,37,60.1694,-134.701
British Columbia,Soda Creek,30,52.3275,-122.275
British Columbia,Scotch Creek,30,50.9014,-119.451
British Columbia,Skookumchuck,30,49.943,-122.408
Yukon,Lake Laberge,24,60.9509,-135.132
British Columbia,Mission,19,49.1376,-122.304
British Columbia,Dog Creek,17,52.0944,-122.114
British Columbia,Louis Creek,15,51.1401,-120.122
Yukon,Johnsons Crossing,10,60.4889,-133.297
Yukon,Stewart Crossing,10,63.3675,-136.679
British Columbia,St. Mary's,10,49.6203,-115.696
British Columbia,Musqueam,10,49.2298,-123.2
British Columbia,Skuppah,10,50.1885,-121.578
Yukon,Swift River,5,60.0042,-131.187
British Columbia,Scowlitz,5,49.2425,-122.002
British Columbia,Lower Post,5,59.9249,-128.486
